User,collect_list(Reco)
25745,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
25753,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
26073,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
26294,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
26362,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
26377,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
26826,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
27001,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
27219,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
27220,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
27366,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
27390,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
27496,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
27811,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
27945,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
27990,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
28300,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
28571,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
28827,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
28979,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
29770,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
30566,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
30989,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
31094,"[2, 12, 10, 21, 3, 24, 11, 8, 18, 15]"
32537,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
32619,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
33022,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
33136,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
33254,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
33977,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
34186,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
34359,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
34400,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
35037,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
35481,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
35742,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
35759,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
36899,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
37539,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
37541,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
37957,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
38369,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
38514,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
40505,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
40718,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
40845,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
40899,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
41276,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
41319,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
41376,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
41446,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
41891,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
41952,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
41958,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
43110,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
44649,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
44869,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
45173,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
45236,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
45510,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
45557,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
46276,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
46862,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
47627,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
47663,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
47746,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
47775,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
48126,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
48360,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
48444,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
48574,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
48752,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
48897,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
49003,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
49107,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
49947,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
49957,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
50721,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
50745,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
50964,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
51498,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
51963,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
52062,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
52120,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
52477,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
52536,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
52603,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
52685,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
52881,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
53247,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
53823,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
53909,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
53916,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
54114,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
54457,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
54583,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
55064,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
55270,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
55393,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
55494,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
55764,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
55789,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
56443,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
56545,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
57424,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
58110,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
58262,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
58409,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
58787,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
58842,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
60392,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
60416,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
60491,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
60740,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
60924,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
60975,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
61919,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
62219,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
62415,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
62473,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
62521,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
62523,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
62770,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
63196,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
63273,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
63315,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
64007,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
64465,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
64690,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
65134,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
65211,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
65249,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
65338,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
65360,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
65960,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
66551,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
66807,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
67328,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
67365,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
68027,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
68629,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
68993,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
69598,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
69600,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
70363,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
70613,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
70873,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
71079,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
71166,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
71558,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
71591,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
71899,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
72226,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
72341,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
72460,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
72467,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
72936,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
73117,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
73754,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
73979,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
75184,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
75738,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
76116,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
76205,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
76230,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
76266,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
77866,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
78174,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
78267,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
78508,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
78617,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
78695,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
79342,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
79864,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
79981,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
80071,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
80345,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
80524,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
80533,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
80607,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
80633,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
81073,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
81152,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
81638,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
82205,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
82514,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
82867,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
82942,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
83139,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
83245,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
83696,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
84594,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
84913,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
84973,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
85174,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
85436,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
86413,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
87125,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
87204,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
87319,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
87700,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
87711,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
87717,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
87890,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
87975,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
88330,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
88346,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
88400,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
88430,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
88822,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
88828,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
89007,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
89179,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
89228,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
89413,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
89573,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
89826,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
89836,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
89960,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
89967,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
90128,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
91534,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
91593,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
91837,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
91899,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
92040,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
92118,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
92119,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
92265,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
93157,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
93456,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
93501,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
93672,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
94210,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
94570,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
94620,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
95272,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
95506,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
96148,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
96380,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
96444,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
96466,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
96864,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
96982,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
97312,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
97459,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
98240,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
98581,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
98660,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
98782,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
98843,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
99004,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
99032,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
99278,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
99395,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
99416,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
99548,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
99580,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
99680,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
294,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
357,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
529,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
1004,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
1187,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
1612,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
1964,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
2000,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
2144,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
2276,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
3732,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
3950,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
4414,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
4702,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
4836,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
5617,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
5643,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
5644,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
5700,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
5878,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
5987,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
6180,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
6596,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
6688,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
6777,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
6842,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
6952,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
7356,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
7496,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
7577,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
7668,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
7678,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
7778,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
7782,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
8097,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
8489,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
8781,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
8806,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
9171,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
9228,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
9541,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
9999,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
10048,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
10204,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
10250,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
10298,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
10523,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
10537,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
10590,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
10999,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
11338,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
11392,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
11530,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
11737,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
12089,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
12183,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
12200,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
12477,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
12521,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
12554,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
12603,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
12932,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
13299,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
13964,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
14091,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
14543,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
14965,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
15037,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
15101,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
15502,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
15955,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
16196,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
16417,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
16525,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
16582,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
16652,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
16672,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
16977,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
17078,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
17206,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
17632,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
17723,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
17841,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
18752,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
18970,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
18976,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
19626,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
19696,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
19961,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
20017,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
20109,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
20282,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
20691,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
20754,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
20943,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
21371,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
21547,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
21811,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
22263,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
22285,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
23070,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
23317,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
24217,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
24544,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
24590,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
25210,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
25468,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
25587,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
26031,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
26261,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
26645,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
27130,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
27430,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
27624,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
27650,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
28086,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
28104,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
28364,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
28583,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
28739,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
29096,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
29286,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
29793,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
30326,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
30331,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
30470,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
30482,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
31577,"[16, 2, 3, 11, 1, 15, 10, 13, 21, 24]"
31719,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
